-0.09936989	-0.03801132	-0.00041737178	0.05264334	-0.040039126	-0.054669008	-0.011243814	0.01718936	-0.009484015	0.00929588	0.020124761	0.0815355	-0.091696166	-0.025564197	0.06197045	-0.06492304
-0.075771436	-0.03277531	0.008086466	0.011778782	-0.026151896	0.000411526	-0.08091529	0.013193304	-0.021282805	0.06165242	0.036318153	0.048428733	-0.07032832	-0.034057625	0.0016716564	0.0031901614
-0.12332287	0.009380535	0.04083583	0.12672901	-0.007276146	0.039218098	-0.08441821	0.028587434	0.0028491407	0.10278948	-0.047715995	0.02334187	-0.04379623	-0.0077375164	0.027512636	-0.01688058
-0.12255622	0.0041638683	0.029953485	0.06482324	0.004535405	-0.028183058	-0.10926774	0.010732708	0.07369576	0.046423037	0.06456117	-0.06148325	-0.06672573	-0.04589974	-0.002814659	-0.006604495
-0.14808342	-0.014776423	-0.029271394	0.09685246	-0.01778766	0.024990803	-0.009584827	-0.02545052	-0.0075888904	0.020824177	-0.07549684	0.031375382	-0.10797748	-0.049048007	-0.0112992255	0.028122818
-0.091330536	0.05716985	0.044077475	0.05599911	-0.013129919	0.0047962544	-0.032907467	-0.0075417967	-0.023148434	-0.053484794	0.04490458	0.058951784	-0.08764648	-0.016169274	-0.05692172	0.012738123
-0.12627527	0.021233102	0.06697797	0.08450593	-0.022172816	-0.009666083	0.0022013448	0.06994412	0.06208984	0.017051365	0.0060820547	0.04074847	-0.055513673	-0.08879026	0.03430068	0.015746016
-0.07875688	-0.009835971	0.08495478	0.02029048	-0.012188301	0.018095175	-0.06141807	-0.01674543	0.03811161	-0.013382783	0.048300743	0.034322016	-0.06838098	0.022431051	-0.035581212	-0.060115855
-0.07083247	0.0037834567	-0.03111556	0.07868618	-0.0039012402	0.05158472	-0.050397564	-0.00040266672	0.10598308	0.03781125	0.019444097	0.06947064	-0.038099386	-0.07647955	0.047153484	-0.001574678
-0.040872157	0.0006263674	0.051583353	0.017161625	-0.09465565	0.03842123	-0.01615402	0.04891104	-0.015638817	0.08531746	0.01943818	0.050676785	-0.08826658	-0.13610515	0.016641602	0.037737448
-0.027196579	0.08205523	-0.06235824	-0.05343738	-0.031291448	-0.039585132	-0.027454818	0.05757997	-0.042819146	0.086482584	-0.015100413	0.09672993	-0.06532415	-0.054302104	0.09408369	0.039599154
-0.10076582	0.07533815	-0.00034436464	0.026310433	0.015072411	-0.037837584	-0.08437551	-0.007560733	0.018046256	-0.0235839	-0.005350837	0.10911501	-0.09685881	-0.13041316	0.11785023	0.08028775
